province,name,link,description,price,name_nearby_place,hotel_class,img_origin,location_rating,animates
Hà Tĩnh,Khách sạn Hà Huy,http://hahuyhotel.com.vn/,Không có mô tả,0,"Cam Son Pagoda, Cảng hàng không quốc tế Vinh, Nhà Hàng Ăn Uống Thảo Xương",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipOv9ovhVmIBkKn5kUcWmHhiza88LjCd2JfBfuEM=s10000, https://lh5.googleusercontent.com/p/AF1QipPIGAUOMgSVYTCC0N1e51ajNCuVa4Zwq0jGrgrs=s10000, https://lh5.googleusercontent.com/p/AF1QipPU8d2Oir0AeP1weGmrFvCK-_RzT9E44mz1OZjH=s10000, https://lh5.googleusercontent.com/p/AF1QipMCM7QeEdd0nFPmX3STYY7fu8s4zW6cT3TwnB8R=s10000, https://lh5.googleusercontent.com/p/AF1QipMVZze85Csl-ZAR_pra99R6kAcALUS7SgqzkhEX=s10000, https://lh5.googleusercontent.com/p/AF1QipP-nH29VKUGnckQvvkpvc6tXyzAOtoUBMX2mflP=s10000, https://lh5.googleusercontent.com/p/AF1QipO5QByqcpHj8d91ViwsdUJhRiKEYOXpTW6xC5Yi=s10000, https://lh5.googleusercontent.com/p/AF1QipMqJutdw-AaTzbirgXgjhpld6RqPHPMsKUDSRjD=s10000, https://lh5.googleusercontent.com/p/AF1QipPby6W-YWNE7mZpbvuH56suCGqfFwYLX4TA9Nwe=s10000",3.5,"Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Full-service laundry"
Hà Tĩnh,Meliá Vinpearl Cua Sot Beach Resort,https://www.melia.com/en/hotels/vietnam/ha-tinh/melia-vinpearl-cua-sot-beach-resort?utm_campaign=google&utm_content=6113&utm_medium=organic&utm_source=directories,"Khu nghỉ dưỡng cao cấp sát biển có các biệt thự sang trọng, nhà hàng/quán bar, spa & công viên nước.",3384210,"Công viên nước Vinpearl Hà Tĩnh, Cảng hàng không quốc tế Vinh, Nhà Hàng Quỳnh Nga",Khách sạn 5 sao,"https://lh5.googleusercontent.com/p/AF1QipO_wmZaDfdN18dsFCc50XfBqMdeSUCEGs-rKd0K=s10000, https://lh5.googleusercontent.com/p/AF1QipN0knQILjVQLFePnU7A3-4_DobVnWLauVLGShVt=s10000, https://lh5.googleusercontent.com/p/AF1QipNqvu2AAt-KT-9tVj18CK4d78ouGgeHQL6nHauv=s10000, https://lh5.googleusercontent.com/p/AF1QipPKtC2r32_FKW8paSqS72hoQ81rvVwqLvkbIG8C=s10000, https://lh5.googleusercontent.com/p/AF1QipP-XszWmrWnkw7tTLZR7-JjZlDiRhFI_mA0GUCB=s10000, https://lh5.googleusercontent.com/p/AF1QipNNsc_boX9HzTfZ6-eRY-FIzjixReda-5Ybwbp7=s10000, https://lh5.googleusercontent.com/p/AF1QipM0ZPyBUsnyJlJIkcXxxO_KeZ37l5NiRkw9_iL8=s10000, https://lh5.googleusercontent.com/p/AF1QipOdzOSbC42ARc7PVM7TwTQsI-GLvMm-xnC4mDgg=s10000, https://photos.hotelbeds.com/giata/original/64/640765/640765a_hb_l_002.jpg",3,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Spa, Beach access, Bar, Restaurant, Room service, Airport shuttle, Full-service laundry, Child-friendly, Smoke-free property"
Hà Tĩnh,Khách sạn Bình Minh,https://www.facebook.com/binhminhhatinhhotel,Không có mô tả,460000,"Cam Son Pagoda, Cảng hàng không quốc tế Vinh, Phở Cồ Cử",Khách sạn 3 sao,"https://lh5.googleusercontent.com/p/AF1QipOd13IKi3gN_1QR2JbWY04ser6mao69lxiHZq5S=s10000, https://lh5.googleusercontent.com/p/AF1QipPwL76RLBoAE4FPUog8Gzw_Agc5-UEzxANq7gnx=s10000, https://lh5.googleusercontent.com/p/AF1QipNYr-9mqU3MKafLCfuwOO5hECopD6Io9qJ0cnnD=s10000, https://lh5.googleusercontent.com/p/AF1QipM6BFGChsKjVArGWw_KRRiNsdh7zZt6hmMhb9dc=s10000, https://lh5.googleusercontent.com/p/AF1QipO_EKOwXn6_vbQMbao23Obq-PTStvgZD0ms0YV6=s10000, https://lh5.googleusercontent.com/p/AF1QipN1Cusduiw_FOwibHl7d2baTmUMh5GRMJShLO6-=s10000, https://lh5.googleusercontent.com/p/AF1QipN4bdki3wI813ABeRuVT41v44DHjRCAwesc9Z8X=s10000, https://lh5.googleusercontent.com/p/AF1QipONtbOmgJ6Klir9lXAm2vTRYDHYM0D6jDiqjc4w=s10000, https://lh5.googleusercontent.com/p/AF1QipM3Dn7oM3QFu5R_BJZASpgHIGf2x9U8p30kN1lQ=s10000",3.8,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Airport shuttle, Full-service laundry, Child-friendly"
Hà Tĩnh,Phương Phương 2 Hotel,Không có link,Không có mô tả,482173,"Cam Son Pagoda, Cảng hàng không quốc tế Vinh, Nhà hàng Thuỷ Hà",Khách sạn 3 sao,"https://lh5.googleusercontent.com/p/AF1QipN4HDWIWIpjiHqB_baDSNiwNcCum1S8d80Kv4B6=s10000, https://lh5.googleusercontent.com/p/AF1QipOWkMyYs1ccuKtkMv3p0npx_WA1dwcUvtYrRXQb=s10000, https://lh5.googleusercontent.com/p/AF1QipNmYchelZdaB1XaIhc2A0xBSJZfV8N8wKFkQflg=s10000, https://lh5.googleusercontent.com/p/AF1QipOUNNUa_amGFdsiPO4gfS13U8aqOt1n-2x47YZt=s10000, https://lh5.googleusercontent.com/p/AF1QipPXMZm9NGyBrxZRP5omNc4mIsC_lghfkLi0J4TA=s10000, https://lh5.googleusercontent.com/p/AF1QipPNR8wHMloV8F6zXGgzYq4GXHMhcxHJapEFjkS0=s10000, https://lh5.googleusercontent.com/p/AF1QipMBZMkv0CItTUuzM3T755VNBBx4oa4DcLOIS1KM=s10000, https://lh5.googleusercontent.com/p/AF1QipNQs-rSI6AaySDHeGKBrp4w4OuEUsCcL-W3bgzI=s10000, https://lh5.googleusercontent.com/p/AF1QipPqL5z42G8FJD-ixbvAx_mw5A-RbfsklGJnBxoh=s10000",3.2,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry"
Hà Tĩnh,Khách sạn Hữu Tình Hotel Thiên Cầm - Hà Tĩnh,Không có link,Không có mô tả,0,"Bãi biển Thiên Cầm, Cảng hàng không quốc tế Vinh, Nhà hàng Biển Xanh Thiên Cầm",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipOybxdfTwMWzlv9ewcbwm86RiI3voDASkrGKKr-=s10000, https://lh5.googleusercontent.com/p/AF1QipPOWeh7kRbSsR3saEfzQ0T7b_bIfRg4W2Or8N9N=s10000, https://lh5.googleusercontent.com/p/AF1QipNHygTe-IUQKEQLgs98hlN7yFZDgjKEet99Px_U=s10000, https://lh5.googleusercontent.com/p/AF1QipOKUyl99_8BHKagRCFBe5G-q2lHxFX3HrxE2VOu=s10000, https://lh5.googleusercontent.com/p/AF1QipO7_kZCYT8KAWxMPEIXndXtntpi6QGk-TkNOlRF=s10000, https://lh5.googleusercontent.com/p/AF1QipNe44jtp-PQ4dmPsRyve84dVKjqHhn5Lf8AvERy=s10000, https://lh5.googleusercontent.com/p/AF1QipNdjUPrf5zpiuzfXq5xQ84NYMpUYUQHpnw3H2R9=s10000, https://lh5.googleusercontent.com/p/AF1QipN0ZgeTpanEc-dcXWuWe-L5Zzhkak_JuKq-jTbX=s10000, https://lh5.googleusercontent.com/p/AF1QipMDA24cXY9ZtHdP8DCp99XTM3SHb9l_I4z2A5mj=s10000",3.4,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Hà Tĩnh,Louis Hotel Hotel,Không có link,Không có mô tả,0,"Cam Son Pagoda, Cảng hàng không quốc tế Vinh, Nhà Hàng Cơm Niêu 186 Lê Duẩn",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipNEmlt3CvjgOtz7Tby0igogJJCw64MFlog5iHt-=s10000, https://lh5.googleusercontent.com/p/AF1QipOufcuUQ-ATYT5_jGJ1M4fYVPAS4AJhXScyQFmj=s10000, https://lh5.googleusercontent.com/p/AF1QipNqY3XWN2fUH71bkf4krsMh3WSPmj5hIJts5nyb=s10000, https://lh5.googleusercontent.com/p/AF1QipOiNFzZ-idXy96xwz4opdQHxkQ2R5sPIipwDGJ3=s10000, https://lh5.googleusercontent.com/p/AF1QipP4h1453K9yGxteQkd1INdbIxI06LuybD0t4vwZ=s10000, https://lh5.googleusercontent.com/p/AF1QipORlcjDzp8DMIkJMf9locUdr_gABUMnZErKXQgx=s10000, https://lh5.googleusercontent.com/p/AF1QipNkwSK6WtOyVsKLhocqYA2JnlZdq5MRv1TSjPI5=s10000, https://lh5.googleusercontent.com/p/AF1QipNHxl2u4ElNyH7TDvRm1PEgYBjOFo34eCE7lH2V=s10000, https://lh5.googleusercontent.com/p/AF1QipPep2m35a5OIt92Mvf-XFGVYV9ttTVRzuAEglzu=s10000",3.7,"Free Wi-Fi, Free parking, Restaurant, Full-service laundry"
Hà Tĩnh,Nhà nghỉ Phương Phương,Không có link,Không có mô tả,300000,"Cam Son Pagoda, Cảng hàng không quốc tế Vinh, Nhà Hàng KKUM KKUM BBQ",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipMUkjyZR62B4nuI91eyQ3hPe3fKNIF7TArCwzbK=s10000, https://lh5.googleusercontent.com/p/AF1QipOO69NY__a7Ge5AIoqYxlXy5nDytf3OrAYv2Sx3=s10000, https://lh5.googleusercontent.com/p/AF1QipNYZeIdpA9PmkT6_IgfP2jr5OdmHbSXn5wL9--x=s10000, https://lh5.googleusercontent.com/p/AF1QipOZbOl8Ouz7BTNtDgUqYuHaJkzhRqBELjLHdtUA=s10000, https://lh5.googleusercontent.com/p/AF1QipP30uhsaWUdNUEzeC0MEkSolu9QBh9MprWa9qLO=s10000, https://lh5.googleusercontent.com/p/AF1QipPx-V_riJkN6pvht98yAAqvCTh3jEuDN2I8D7TJ=s10000, https://lh5.googleusercontent.com/p/AF1QipObJbPUtnqVD7Hn3ZZvPASWT9x4jx6tl_ZKjtFB=s10000, https://lh5.googleusercontent.com/p/AF1QipNK04cDRoAbza65rxilGtbdFSAsRMhHKdSlKpvL=s10000, https://lh5.googleusercontent.com/p/AF1QipPeGlRXlbGzhV67YRfpTumvzWcQrh4kWE68Tufo=s10000",3.7,"Free Wi-Fi, Air conditioning, Kitchen in some rooms, Full-service laundry"
Hà Tĩnh,Nhà Nghỉ Book,Không có link,Không có mô tả,350445,"Cảng hàng không quốc tế Vinh, Nhà hàng: DÊ 245 VŨ QUANG (DÊ CẦU ĐÔNG)",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipNQm1tJCtanJMA3IBSSfwHIdUnViomCgEzDfXRf=s10000, https://lh5.googleusercontent.com/p/AF1QipM8NsSQX4BvyWdWFur_4TI237L3ukbfjQee_8yb=s10000, https://lh5.googleusercontent.com/p/AF1QipPguJE_71drrjGuiswA_biPM3sjhcC7g2rFg0WU=s10000, https://lh5.googleusercontent.com/p/AF1QipOZuMuBXCBRC1L7PPuPS4KWAvzeomBPmcf_hHWS=s10000, https://lh5.googleusercontent.com/p/AF1QipMpG1UR-zyUK0I0LN8zKBef0vIbTjRndf-Ii2dI=s10000, https://lh5.googleusercontent.com/p/AF1QipPpQHbO_c3WWip66u995wX8fbPSlSXkdMfJHdCQ=s10000, https://lh5.googleusercontent.com/p/AF1QipOfH2SLszz8UhO4ACOP4OumsPTUPs6nMrqOlkhb=s10000, https://lh5.googleusercontent.com/p/AF1QipNINdnprHeApt5Ql4jr-5vCp9WbWFjl21u5q43x=s10000, https://lh5.googleusercontent.com/p/AF1QipOhJ93yOu_i_cwQ7CUgozdPqbR14TfKpCUIWECS=s10000",3.1,"Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Kitchen in some rooms, Full-service laundry"
Hà Tĩnh,Khách Sạn Ngân Hà,Không có link,"Khách sạn bình dân có phòng tập thể dục, nhà hàng, phòng ở ấm cúng, một số phòng có ban công và bể sục.",0,"Cảng hàng không quốc tế Vinh, Nhà Hàng Phương Cúc",Khách sạn 3 sao,"https://lh5.googleusercontent.com/p/AF1QipPOzrcTiWISXdTH7LR0YcUHJm3t3jMx9uIKnAA=s10000, https://images.trvl-media.com/lodging/35000000/34920000/34919200/34919160/7cb8b79a_z.jpg, https://images.trvl-media.com/lodging/35000000/34920000/34919200/34919160/3582c2e7_z.jpg, https://lh5.googleusercontent.com/p/AF1QipPH89d4Ik24UT8b_GJP-CgmeztEj1heeZsNWAwX=s10000, https://images.trvl-media.com/lodging/35000000/34920000/34919200/34919160/31945a69_z.jpg, https://lh5.googleusercontent.com/p/AF1QipMsVMC4jPp4x-T2CeEoE8JggczexjiFc3vmTi0m=s10000, https://lh5.googleusercontent.com/p/AF1QipNso4-Q-NerYyw2TYId_OsGKt7DDNl1YYySz2Ml=s10000, https://lh5.googleusercontent.com/p/AF1QipM41Tny_txE_glRU0_T4oA29ZFAShQvXyapF-_a=s10000, https://lh5.googleusercontent.com/p/AF1QipOQcttE-Tq6qhj5A-gG67ZP9JwCC8hSHBFxkaPs=s10000",3.5,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Bar, Restaurant, Room service, Full-service laundry"
Hà Tĩnh,Đặt phòng khách sạn,http://hotelbooking.com/,Không có mô tả,436765,"Bãi biển Thiên Cầm, Cảng hàng không quốc tế Vinh, Noong Oii Restaurant",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipMpU9HjNqphKOWAS2ksW7CDmp80cKhaWnPEnjVx=s10000, https://lh5.googleusercontent.com/p/AF1QipNufiBI68x_b9XFswkLD0MFqBq2DDVq_RB-ej_L=s10000, https://lh5.googleusercontent.com/p/AF1QipM6-x6pFqsFGfsQoPYdRbkzn8GudESxDrmGw46t=s10000, https://lh5.googleusercontent.com/p/AF1QipMkH8f_mDznKHlC2hstdM1hEV7GybOm9w7aR_Vg=s10000, https://lh5.googleusercontent.com/p/AF1QipMo6_mthq_FlTXAl3F8BaV74tyBQL_VJYedwgEO=s10000, https://lh5.googleusercontent.com/p/AF1QipM1JLaT8VzrYp2lyeg3xRQuYaFrYfOvp3W5MAzc=s10000, https://lh5.googleusercontent.com/p/AF1QipMMOY1ksYcpMCnj_edyqz_GRWgWrep_gjhaeWMp=s10000, https://lh5.googleusercontent.com/p/AF1QipM78YYlrEn00GUaChCZotdJbNqQk5gwPTx87fsQ=s10000, https://lh5.googleusercontent.com/p/AF1QipOFFUktTlYY3dyAGv87liiNQCyfxaFf58sDr4yj=s10000",2.9,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Hải Dương,Khách sạn Asean Hải Dương,https://www.facebook.com/aseanhotel.haiduong/,Không có mô tả,693600,"Công viên Bạch Đằng - thành phố Hải Dương, Ga Hải Dương, Cảng hàng không Quốc tế Nội Bài, Nhà Hàng Ninh Giang",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipN_OGRH9HG6C-Jo8yH75YKyI3cxZPMCMr1e64OR=s10000, https://lh5.googleusercontent.com/p/AF1QipMBuN7DVCAcuz4G32g-i6iaWBqrbt0TBdOZGp3J=s10000, https://lh5.googleusercontent.com/p/AF1QipN1PCG3z_OocDfFo3DnPDBtblFdiKQTZKig3jzy=s10000, https://lh5.googleusercontent.com/p/AF1QipNMlEicwOLrCz3In1RDTc0pnvX99kvLZ20UHt15=s10000, https://lh5.googleusercontent.com/p/AF1QipO6Ezw87Tuuw88tV4XAHbAOolC_v-bke7UbexwM=s10000, https://lh5.googleusercontent.com/p/AF1QipPPfBXrKWJCgD8gQfEZcV4rcqDAR7K6RJ6Behu2=s10000, https://lh5.googleusercontent.com/p/AF1QipNzEitNt61VzIhROpfBoaoRlPQgBuL3DMYZ9TMt=s10000, https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDymuywWQ=s10000, https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIC6pNyaDQ=s10000",3.2,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Hải Dương,Nhà Khách Công Đoàn Hải Dương,https://nhakhachcongdoanhaiduong.vn/,"Khách sạn bình dân có phòng ở đơn giản, nhà hàng/quầy bar ấm cúng và không gian tổ chức hội nghị.",280804,"Bảo tàng Tỉnh Hải Dương, Ga Hải Dương, Cảng hàng không Quốc tế Nội Bài, Nhà Hàng Sao Biển",Khách sạn 3 sao,"https://lh5.googleusercontent.com/p/AF1QipNWFq3umUQA8qV8l13Pwb6hVzsEa5FrezmxyAyV=s10000, https://lh5.googleusercontent.com/p/AF1QipNLnUHh5KCKdo-q9KBTpMa4lovOVzZ6bsynYaSo=s10000, https://lh5.googleusercontent.com/p/AF1QipOBmO4MSGnR6CjcF-MtKg5DNvcyVaKXeD467dQc=s10000, https://lh5.googleusercontent.com/p/AF1QipNTr02fFxGLwa4CzamC2aqwuQQNZ-39fHEac3aa=s10000, https://lh5.googleusercontent.com/p/AF1QipP14sPculEBZn_Rp4JkQKuXM-EElvXNACyTBDgL=s10000, https://lh5.googleusercontent.com/p/AF1QipPSWPDTJRG1wV-cVU5kQH3eLBMLkIWNIPE4x1pY=s10000, https://lh5.googleusercontent.com/p/AF1QipMXEd5C5FEWBs8WdCxOlzVcsvaVu1jKenY1EcRW=s10000, https://lh5.googleusercontent.com/p/AF1QipMlyL5F2b638cDGtXIxJfl8e7WB1YIg67vxxWWC=s10000, https://lh5.googleusercontent.com/p/AF1QipOrZmTFuar4nKVCymJnLVftWoWkyL6Qz7zapDeg=s10000",3.8,"Breakfast ($), Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Business centre, Child-friendly"
Hải Dương,Nam Cuong Hai Duong Hotel,https://www.namcuonghaiduonghotel.com.vn/,"Khách sạn sang trọng có phòng ở trang nhã, khu spa, bể bơi ngoài trời, quầy bar tầng thượng và 3 nhà hàng.",0,"Chùa Bình Lâu, Ga Hải Dương, Cảng hàng không Quốc tế Nội Bài, Nhà Hàng Sen",Khách sạn 4 sao,"https://lh5.googleusercontent.com/p/AF1QipOE_w_DhyaKO2mOgaz0eIWXbKxuinE6crLu6Bmi=s10000, https://images.trvl-media.com/lodging/20000000/19890000/19889800/19889760/4e3f1fd2_z.jpg, https://lh5.googleusercontent.com/p/AF1QipODintaXxQUhzzKzVGZso005UeGTgSuAo5S8DSf=s10000, https://lh5.googleusercontent.com/p/AF1QipONWeJ-wPMc1S2GSn0_teRVEugilJut5c7pQ7JJ=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/f6/b7/08/thanh-dong-ballroom.jpg?w=2100&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipMsN0QQphglXA0rYThsavPSBIwnY_3OLOrzwqpD=s10000, https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICB0IzyHw=s10000, https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDm6LGh7QE=s10000, https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDqxPGLJg=s10000",3.2,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Fitness centre, Spa, Bar, Restaurant, Room service, Kitchen in some rooms, Airport shuttle, Golf, Full-service laundry, Accessible, Business centre, Child-friendly"
Hải Dương,Mandala Hotel & Suites Hải Dương,https://mandalahotels.com.vn/mandala-hotel-suites-hai-duong/,Không có mô tả,3202347,"Hồ Bạch Đằng, Ga Hải Dương, Cảng hàng không Quốc tế Nội Bài, Nhà hàng buffet hải sản ocean food",Không có hạng sao,"https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDLgvC3jQE=s10000, https://images.trvl-media.com/lodging/107000000/107000000/106996900/106996815/93d269e7_z.jpg, https://cdn.worldota.net/t/1024x768/content/da/d0/dad0420573c32edeb78c01df9a63d8e348dfcceb.JPEG, https://lh5.googleusercontent.com/p/AF1QipPF0gdhuAlnTHJywCw672deKxOo8JMmOvyhjguq=s10000, https://lh5.googleusercontent.com/p/AF1QipOBCX4eEXoSBaVQR52XofX-LdFb9x-58o73zKll=s10000, https://lh5.googleusercontent.com/p/AF1QipOJnO1yrsNCnvFSUDCVlKhSx6sBDA4rEQ31g9tN=s10000, https://images.trvl-media.com/lodging/108000000/107510000/107505000/107504985/46ec29b2_z.jpg, https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDPtfyZigE=s10000, https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICHq6DYxgE=s10000",2.7,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Hải Dương,BO Hotel Hải Dương,Không có link,Không có mô tả,0,"Phố đi bộ Bạch Đằng Hải Dương, Ga Hải Dương, Cảng hàng không Quốc tế Nội Bài, Nhà hàng Hương Biển",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipP8hvc9xnjWGr84EdRuVWwS5uRsck8NLY1tLFzU=s10000, https://lh5.googleusercontent.com/p/AF1QipPDtu-n30NexsI_wZsK-F_pRVrdeGxd3DwLBfR9=s10000, https://lh5.googleusercontent.com/p/AF1QipNrRWSHasR_P8Bbhnbbz2qgZO7lttlS9rQ_VeZa=s10000, https://lh5.googleusercontent.com/p/AF1QipNqDU_8Z6pWsTTjEh6sSZLUevOBtmtTbMuKDlGZ=s10000, https://lh5.googleusercontent.com/p/AF1QipNxtAo5Da8V-uqrxQU7mwF0LkWmXUJ_olLovfh8=s10000, https://lh5.googleusercontent.com/p/AF1QipMGd9jjPyPt6RzqxzoPlMy2VKIVTfqLGmq6BB_g=s10000, https://lh5.googleusercontent.com/p/AF1QipOgyfRTBOf7LD_woxUu6lxz4jcwWpQk5_DOduo0=s10000, https://lh5.googleusercontent.com/p/AF1QipMfqwW_VOQ-lh3CU6mS3ldSGhrhxuJOuRvEBL_V=s10000, https://lh5.googleusercontent.com/p/AF1QipM0CDeQlcCUt7MJAgL9TIx5XeJQipgYKJ-Zw3O6=s10000",3.3,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Hải Dương,Khách sạn Purple Lotus Hải Dương,https://lotushotel.vn/,Không có mô tả,0,"Chùa Bình Lâu, Ga Hải Dương, Cảng hàng không Quốc tế Nội Bài, Hải Sản Trọng Châu",Khách sạn 3 sao,"https://lh5.googleusercontent.com/p/AF1QipOCcl5bN7_qKj_dLE4TWK6wAldxevPEnxIGx-ft=s10000, https://lh5.googleusercontent.com/p/AF1QipNT_FIZNtjC_qlsnlA17zWrjJucw5ZDUvGRFWza=s10000, https://lh5.googleusercontent.com/p/AF1QipObffHwG9qKwslS4rlCKVtE_PLI4BH8FbXQw-pI=s10000, https://lh5.googleusercontent.com/p/AF1QipMfaiDVoLTGHEwo9x7sU52iD1HeMaAipUaRAsXZ=s10000, https://lh5.googleusercontent.com/p/AF1QipM70GEoLbQzSkJ0Ou9VC-JVYUiV5KI2RtoJyS57=s10000, https://lh5.googleusercontent.com/p/AF1QipNtPVoLTvpJKQnDR12pmIGOJiORaJAjfkg-ElCm=s10000, https://lh5.googleusercontent.com/p/AF1QipOk3NRWdIRF41pVGDxtQKdf1SzEKYdhiky8yO7t=s10000, https://lh5.googleusercontent.com/p/AF1QipPZuoN0vrRAIG44653zAmvcXTe-kVB9PUyuJozg=s10000, https://lh5.googleusercontent.com/p/AF1QipNXbKMq0tyF15ZUe2gaW4SlvZokuzpopzQ7Ephw=s10000",3.7,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Kitchen in some rooms, Airport shuttle, Full-service laundry"
Hải Dương,Sun Hotel Hải Dương,Không có link,Không có mô tả,0,"Chùa Bình Lâu, Cảng hàng không Quốc tế Nội Bài, Diamond Restaurant",Không có hạng sao,"https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDWmqvNngE=s10000, https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDOkJyx3gE=s10000, https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDWmqvNXg=s10000, https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDm5qzBEw=s10000, https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDGpbmCNg=s10000",2.7,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Hải Dương,YO Hotel,Không có link,Không có mô tả,1095220,"Phố đi bộ Bạch Đằng Hải Dương, Ga Hải Dương, Cảng hàng không Quốc tế Nội Bài, Nhà hàng Hương Biển",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipO5hEz23pLw8K1E2JQE2uQXmsI1BR73hlMYfbzf=s10000, https://lh5.googleusercontent.com/p/AF1QipP3bUhD99M3Q47qkJQsDLGG_Che7x2Aq1ciSznB=s10000, https://images.trvl-media.com/lodging/108000000/107980000/107973000/107972901/4e796b46_z.jpg, https://lh5.googleusercontent.com/p/AF1QipPFwKbArJa88KZ9p75OMUpzyO46RX1nSeQZ0Dlc=s10000, https://lh5.googleusercontent.com/p/AF1QipNrskFit6likomQBafFlKh8aWv31atkV4K-mUx6=s10000, https://images.trvl-media.com/lodging/108000000/107980000/107973000/107972901/3d8f8407_z.jpg, https://images.trvl-media.com/lodging/108000000/107980000/107973000/107972901/129e41bf_z.jpg, https://cdn.worldota.net/t/1024x768/content/36/ff/36ff91660b976132af45be8e8b066b09e8cf1eb5.JPEG, https://images.trvl-media.com/lodging/108000000/107980000/107973000/107972901/7f4039b1_z.jpg",3.3,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Hải Dương,Hải Dương Garden,http://www.haiduong-g.vn/,Không có mô tả,0,"Chùa Bình Lâu, Ga Hải Dương, Cảng hàng không Quốc tế Nội Bài, Nhà Hàng Cơm Niêu Singapore KOMBO-Tp.Hải Dương",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipMQjLL132fTEyLAnIxxjQ0h0aZFxlUl2kZZpMn8=s10000, https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDB9I-w5gE=s10000, https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIC41fLG4gE=s10000, https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICk2saXsQE=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/aa/ed/19/caption.jpg?w=1600&h=1000&s=1, https://lh5.googleusercontent.com/p/CIHM0ogKEICAgID4-4izuwE=s10000, https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDqwtq_twE=s10000, https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICimOnF2AE=s10000, https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICKlbncHw=s10000",3.8,"Free breakfast, Free Wi-Fi, Hot tub, Air conditioning, Restaurant, Kitchen in rooms, Airport shuttle, Full-service laundry, Child-friendly"
